Name,Status,Section,Activity,Term,Mode of Delivery,Interval,Days,Start Time,End Time,Section Comments,Requires In-Person Attendance,Total Seats Remaining:,Currently Registered:,General Seats Remaining:,Restricted Seats Remaining*:,Course URL
"PANWAR, RAJAT",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1613659&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"PARADIS, GREGORY",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1884242&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"PERDUE, MARK",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1305001&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"PICKELL, PAUL",Full,FRST 538 101,Lecture,1,In-Person,,Mon,11:00,12:00,"Section Comments  - Select one Laboratory from sections L02, L03- Select one Lab:  MSFM Students = L02; all other students = L03",Yes,0,42,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=538&section=101
"PICKELL, PAUL",Restricted,FRST 538 L02,Laboratory,1,In-Person,,Mon,12:00,14:00,,Yes,2,18,0,2,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=538&section=L02
"PICKELL, PAUL",Full,FRST 538 L03,Laboratory,1,In-Person,,Mon,12:00,14:00,,Yes,0,24,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=538&section=L03
"PICKELL, PAUL",Restricted,GEM 510 101,Lecture,1,In-Person,,Mon,9:30,10:30,,Yes,5,29,0,5,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=510&section=101
"PICKELL, PAUL",Restricted,GEM 510 L01,Laboratory,1,In-Person,,Tue,13:00,15:00,,Yes,5,29,0,5,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=510&section=L01
"PICKELL, PAUL",Restricted,GEM 511 201,Lecture,2,In-Person,,Tue,13:00,16:00,Section Comments  Note the different lecture meeting days/times in first and second half of term.,Yes,8,28,0,8,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=511&section=201
"PICKELL, PAUL",,,Lecture,2,In-Person,,Fri,12:30,15:00,Section Comments  Note the different lecture meeting days/times in first and second half of term.,Yes
"PIZZIRANI, STEFANIA",Blocked,FRST 497 610,Essay/Report,1,In-Person,,,,,,Yes,10,0,10,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=497&section=610
"POKORNY, STANLEY",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1701079&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"POLINKO, ADAM",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1605083&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"PRESCOTT, CINDY",,APBI 423 001,Lecture,2,Online,,Tue Thu,17:00,18:30,"Section Comments  Course is taught synchronously, meaning students are expected to be logged on at the posted day(s) and time(s)",See Section Comments,13,27,13,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=423&section=001
"PRESCOTT, CINDY",,CONS 505 201,Lecture,2,Online,,Tue Thu,17:00,18:30,Section Comments  Meets with UFOR 403.,No,9,31,9,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=505&section=201
"PRESCOTT, CINDY",Restricted,FRST 545 201,Lecture,2,Online,,Fri,9:00,12:00,"Section Comments  Registration currently restricted to FRST grad students.  Non-Forestry students may contact instructor closer to term for permission to register, if seats are still available. THIS IS A WEB-BASED COURSE.",No,33,27,0,33,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=545&section=201
"PRESCOTT, CINDY",,UFOR 403 201,Lecture,2,Online,,Tue Thu,17:00,18:30,"Section Comments  Course is taught synchronously, meaning students are expected to be logged on at the posted day(s) and time(s)",See Section Comments,10,55,10,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=403&section=201
"RAMON HILDALGO, ANA ELIA",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1187220&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"RATCLIFFE, BLAISE",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1490356&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"READ, WOLF",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1488556&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"RHEMTULLA, JEANINE",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1577892&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"RICHARDSON, JOHN",Restricted,FRST 386 201,Lecture,2,In-Person,,Mon Wed Fri,11:00,12:00,Section Comments  This course is also open to non-Forestry students.,Yes,39,131,0,39,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=386&section=201
"RICHARDSON, JOHN",,FRST 386 L01,Laboratory,2,In-Person,,Mon,13:00,15:00,,Yes,1,34,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=386&section=L01
"RICHARDSON, JOHN",,FRST 386 L02,Laboratory,2,In-Person,,Wed,13:00,15:00,,Yes,8,27,8,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=386&section=L02
"RICHARDSON, JOHN",Full,FRST 386 L03,Laboratory,2,In-Person,,Thu,13:00,15:00,,Yes,0,35,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=386&section=L03
"RICHARDSON, JOHN",,FRST 386 L04,Laboratory,2,In-Person,,Thu,15:00,17:00,,Yes,19,16,19,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=386&section=L04
"RICHARDSON, JOHN",,FRST 386 L05,Laboratory,2,In-Person,,Fri,13:00,15:00,,Yes,11,19,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=386&section=L05
"RIGGS, REBECCA",Restricted,FRST 519 101,Lecture,1,In-Person,,Wed,9:00,12:00,,Yes,7,18,0,7,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=519&section=101
"RIGGS, REBECCA",Restricted,FRST 526C 921,Project,1-2,In-Person,,,,,"Section Comments  MIF program internship/project.Should any organizational meeting be held for this class, they will be held in FSC 2401.",Yes,20,0,0,20,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=526C&section=921
"RIGGS, REBECCA",Restricted,FRST 553 101,Lecture,2,In-Person,,Mon Tue Wed Thu Fri,9:00,12:00,Section Comments  Restricted Registration. Condensed module course in March; registered students will receive exact schedule from the Program Coordinator.This class will be held in FSC 2401.,Yes,6,14,0,6,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=553&section=101
"RITLAND, KERMIT",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1478680&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"ROBERTS, DUFF",Full,FRST 150 101,Lecture,1,In-Person,,Mon Wed Fri,11:00,12:00,,Yes,0,30,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=150&section=101
"ROBERTS, DUFF",,FRST 150 102,Lecture,1,In-Person,,Mon Wed Fri,16:00,17:00,,Yes,1,29,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=150&section=102
"ROBERTS, DUFF",Blocked,LFS 150 002,Lecture,2,In-Person,,Mon Wed Fri,13:00,14:00,"Section Comments  This course has been BLOCKED for registration. Please enroll on the waitlist (LFS 150 0W2). If the waitlist is full, please continue to monitor the SSC for space to come available.",Yes,0,30,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LFS&course=150&section=002
"ROBERTS, DUFF",Restricted,LFS 150 003,Lecture,1,In-Person,,Mon Wed Fri,13:00,14:00,,Yes,1,29,0,1,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LFS&course=150&section=003
"ROBERTS, DUFF",Restricted,LFS 150 008,Lecture,2,In-Person,,Mon Wed Fri,14:00,15:00,,Yes,2,28,0,2,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LFS&course=150&section=008
"ROESER, DOMINIK",,FOPR 264 101,Lecture,1,In-Person,,Thu,8:00,10:00,,Yes,43,32,43,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FOPR&course=264&section=101
"ROESER, DOMINIK",,,Lecture,1,In-Person,,Thu,8:00,12:00,,Yes
"ROESER, DOMINIK",,FOPR 264 L01,Laboratory,1,In-Person,,Thu,13:00,15:00,,Yes,47,28,47,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FOPR&course=264&section=L01
"ROESER, DOMINIK",,FRST 452 201,Field Trip,2,In-Person,,,,,Section Comments  Offered at Malcolm Knapp Research Forest over a 7-day period in April. Please contact your Program Director for more information.,Yes,2,68,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=452&section=201
"ROESER, DOMINIK",Unreleased,FRST 499 101,Thesis,1-2,In-Person,,,,,,Yes,0,0,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=499&section=101
"ROSKILLY, BETH",Full,CONS 451 101,Lecture-Laboratory,1,In-Person,,Mon Tue Wed Thu Fri,8:00,18:00,Section Comments  contact Susie Lavallee (604) 822 4987 for more information.  This course isrestricted to students in the Conservation Program (in the Science and Management Major).,Yes,0,50,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=451&section=101
"ROSKILLY, BETH",,,Lecture-Laboratory,1,In-Person,,Mon,14:00,16:00,Section Comments  contact Susie Lavallee (604) 822 4987 for more information.  This course isrestricted to students in the Conservation Program (in the Science and Management Major).,Yes
"ROSKILLY, BETH",,,Lecture-Laboratory,1,In-Person,,Tue,9:00,11:00,Section Comments  contact Susie Lavallee (604) 822 4987 for more information.  This course isrestricted to students in the Conservation Program (in the Science and Management Major).,Yes
"ROSKILLY, BETH",,,Lecture-Laboratory,1,In-Person,,Wed,10:00,12:00,Section Comments  contact Susie Lavallee (604) 822 4987 for more information.  This course isrestricted to students in the Conservation Program (in the Science and Management Major).,Yes
"ROSKILLY, BETH",Full,FRST 210 201,Lecture,2,In-Person,,Mon Wed Fri,9:00,10:00,Section Comments   This course is also open to non-Forestry students who meet the prerequisites.,Yes,0,182,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=201
"RUDDICK, JOHN N",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1307694&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"RYAN, TERESA",,APBI 444 201,Lecture,2,Online,,Tue,14:00,15:00,"Section Comments  Most of this course will be held online. Students will participate in synchronous online lectures and tutorial periods during which students will work in groups to design agroforestry systems. Students will be expected to attend an in-person field trip held during the term, probably on a Saturday or Sunday.",See Section Comments,8,32,8,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=444&section=201
"RYAN, TERESA",,APBI 444 T01,Tutorial,2,Online,,Tue,15:00,17:00,"Section Comments  Most of this course will be held online. Students will participate in synchronous online lectures and tutorials on Tuesdays. Students will be expected to attend 2 in-person field trips held later in the term. One of these field trips will probably be held on a Saturday or Sundays. The instructor will confirm the dates of these trips before the beginning of the class in January, and these dates will be stated in the syllabus published on the Canvas course site.",See Section Comments,9,31,9,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=444&section=T01
"RYAN, TERESA",,CONS 310 201,Lecture,2,In-Person,,Tue Thu,11:00,12:30,,Yes,2,28,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=310&section=201
"RYAN, TERESA",Full,FRST 411 101,Lecture,1,In-Person,,Mon,15:00,17:00,,Yes,0,22,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=411&section=101
"RYAN, TERESA",Full,FRST 444 201,Lecture,2,Online,,Tue,14:00,15:00,,Yes,0,20,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=444&section=201
"RYAN, TERESA",Full,FRST 444 T01,Tutorial,2,Online,,Tue,15:00,17:00,"Section Comments  Most of this course will be held online. Students will participate in synchronous online lectures and tutorials on Tuesdays. Students will be expected to attend 2 in-person field trips held later in the term. One of these field trips will probably be held on a Saturday or Sundays. The instructor will confirm the dates of these trips before the beginning of the class in January, and these dates will be stated in the syllabus published on the Canvas course site.This course is also open to non-Forestry students.",Yes,0,20,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=444&section=T01
"RYAN, TERESA",,FRST 532C 101,Lecture,1,In-Person,,Mon,15:00,17:00,"Section Comments  This graduate course is entitled, ""Complex Adaptive Systems, Global Change Science and Ecological Sustainability"".   Meets with FRST 411.",Yes,13,2,13,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=532C&section=101
"SADDLER, JOHN",,BEST 303 201,Lecture,2,In-Person,,Mon Wed Fri,14:00,15:00,,Yes,3,17,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BEST&course=303&section=201
"SAJEDI, TOKTAM",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1347179&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"SALMON, LEE",Full,FOPR 362 201,Lecture,2,Online,,Tue Thu,12:30,14:00,,No,0,35,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FOPR&course=362&section=201
"SALMON, LEE",,FOPR 362 L01,Laboratory,2,Online,,Tue,9:30,10:30,,No,11,34,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FOPR&course=362&section=L01
"SALMON, LEE",Full,FOPR 464 201,Lecture,1,In-Person,,Tue,9:00,10:00,Section Comments  This course is open to non-Forestry students.,Yes,0,15,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FOPR&course=464&section=201
"SALMON, LEE",Full,FOPR 464 L01,Laboratory,1,In-Person,,Tue,13:00,15:30,,Yes,0,15,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FOPR&course=464&section=L01
"SALMON, LEE",,,Laboratory,1,In-Person,,Tue,13:00,16:00,,Yes
"SALMON, LEE",,FRST 239 201,Lecture,2,In-Person,,Mon Wed Fri,14:00,15:00,,Yes,21,34,21,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=239&section=201
"SALMON, LEE",,FRST 239 L01,Laboratory,2,In-Person,,Mon,15:00,17:00,,Yes,1,20,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=239&section=L01
"SALMON, LEE",,FRST 239 L02,Laboratory,2,In-Person,,Fri,15:00,17:00,,Yes,18,14,18,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=239&section=L02
"SALMON, LEE",Restricted,FRST 547 901,Lecture,1,In-Person,,Fri,9:00,12:00,Section Comments  THIS COURSE IS RESTRICTED TO UBC FORESTRY GRAD STUDENTS NEW TO BRITISH COLUMBIA  and /OR FROM A NON-FORESTRY BACKGROUND. Seats may be released to allow non-FRST student registration closer to the start of term.The course includes 3 mandatory field trips throughout the term with related fees totalling approx $400.  Information will be sent to registered students in advance of the course start.,Yes,3,22,0,3,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=547&section=901
"SAYER, JEFFREY",Restricted,FRST 519 101,Lecture,1,In-Person,,Wed,9:00,12:00,,Yes,7,18,0,7,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=519&section=101
"SAYER, JEFFREY",Restricted,FRST 526C 921,Project,1-2,In-Person,,,,,"Section Comments  MIF program internship/project.Should any organizational meeting be held for this class, they will be held in FSC 2401.",Yes,20,0,0,20,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=526C&section=921
"SAYER, JEFFREY",Restricted,FRST 553 101,Lecture,2,In-Person,,Mon Tue Wed Thu Fri,9:00,12:00,Section Comments  Restricted Registration. Condensed module course in March; registered students will receive exact schedule from the Program Coordinator.This class will be held in FSC 2401.,Yes,6,14,0,6,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=553&section=101
"SCORAH, HUGH",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1944043&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"SHEPPARD, STEPHEN",,FRST 551 201,Lecture,2,In-Person,,Wed,15:00,18:00,Section Comments  cross-listed with LARC 542 and FRST 490.,Yes,8,7,8,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=551&section=201
"SHEPPARD, STEPHEN",Restricted,LARC 542 001,Seminar,2,In-Person,,Wed,15:00,18:00,,Yes,10,5,0,10,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LARC&course=542&section=001
"SHEPPARD, STEPHEN",,LARC 542 WL1,Waiting List,2,In-Person,,Wed,,,,Yes,27,0,12,15,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LARC&course=542&section=WL1
"SHEPPARD, STEPHEN",Blocked,UFOR 449C 001,Directed Studies,1-2,In-Person,,Thu,17:00,19:00,,Yes,0,9,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=449C&section=001
"SHEPPARD, STEPHEN",,,Directed Studies,1-2,In-Person,,Thu,14:00,16:00,,Yes
"SHRESTHA, ANIL",Blocked,CONS 506 202,Lecture,2,Online,,,,,Section Comments  This section is RESTRICTED to GCFMC program students.,No,4,1,0,4,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=506&section=202
"SHRESTHA, ANIL",,FRST 395 201,Lecture,2,Online,,Mon,13:00,16:00,Section Comments  Students are strongly encouraged to participate in the class at the scheduled time.,No,22,38,22,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=395&section=201
"SHRESTHA, ANIL",,FRST 395 LA1,Laboratory,2,Online,,Fri,14:00,16:00,Section Comments  Students are strongly encouraged to participate in the class at the scheduled time.,No,22,38,22,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=395&section=LA1
"SINGH, DEVYANI",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1836631&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"SINGH, SANTOKH",Full,APBI 351 L01,Laboratory,1,In-Person,,Mon,14:00,17:00,,Yes,0,3,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=351&section=L01
"SINGH, SANTOKH",Full,APBI 351 L02,Laboratory,1,In-Person,,Tue,14:00,17:00,,Yes,0,3,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=351&section=L02
"SINGH, SANTOKH",Full,APBI 351 L03,Laboratory,1,In-Person,,Wed,14:00,17:00,,Yes,0,3,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=351&section=L03
"SINGH, SANTOKH",,APBI 351 L04,Laboratory,1,In-Person,,Thu,14:00,17:00,,Yes,1,2,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=351&section=L04
"SINGH, SANTOKH",Full,BIOL 351 L10,Laboratory,1,In-Person,,Mon,14:00,17:00,,Yes,0,14,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=351&section=L10
"SINGH, SANTOKH",,BIOL 351 L11,Laboratory,1,In-Person,,Tue,14:00,17:00,,Yes,1,12,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=351&section=L11
"SINGH, SANTOKH",,BIOL 351 L12,Laboratory,1,In-Person,,Wed,14:00,17:00,,Yes,1,12,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=351&section=L12
"SINGH, SANTOKH",Full,BIOL 351 L13,Laboratory,1,In-Person,,Thu,14:00,17:00,,Yes,0,13,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=351&section=L13
"SINGH, SANTOKH",Blocked,BIOL 352 201,Lecture,2,In-Person,,Mon Wed,10:00,11:00,,Yes,20,52,19,1,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=352&section=201
"SINGH, SANTOKH",,BIOL 352 L21,Laboratory,2,In-Person,,Mon,14:00,17:00,Section Comments  Labs begin the week of Jan 17th,Yes,3,15,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=352&section=L21
"SINGH, SANTOKH",,BIOL 352 L22,Laboratory,2,In-Person,,Tue,14:00,17:00,,Yes,8,10,8,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=352&section=L22
"SINGH, SANTOKH",,BIOL 352 L23,Laboratory,2,In-Person,,Wed,14:00,17:00,,Yes,6,12,6,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=352&section=L23
"SINGH, SANTOKH",,BIOL 352 L24,Laboratory,2,In-Person,,Thu,14:00,17:00,,Yes,3,15,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BIOL&course=352&section=L24
"SINGH, SANTOKH",Full,FRST 311 L10,Laboratory,1,In-Person,,Mon,14:00,17:00,,Yes,0,2,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=311&section=L10
"SINGH, SANTOKH",Full,FRST 311 L11,Laboratory,1,In-Person,,Tue,14:00,17:00,,Yes,0,2,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=311&section=L11
"SINGH, SANTOKH",Full,FRST 311 L12,Laboratory,1,In-Person,,Wed,14:00,17:00,,Yes,0,3,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=311&section=L12
"SINGH, SANTOKH",,FRST 311 L13,Laboratory,1,In-Person,,Thu,14:00,17:00,,Yes,2,0,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=311&section=L13
"SMITH, GREGORY",,WOOD 244 001,Lecture,1,In-Person,,Mon Wed Fri,11:00,12:00,Section Comments  This course is open to non-Forestry students who meet the prerequisites.,Yes,33,7,33,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=244&section=001
"SMITH, GREGORY",,WOOD 244 L01,Laboratory,1,In-Person,,Tue,12:00,14:00,,Yes,33,7,33,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=244&section=L01
"SMITH, GREGORY",,WOOD 245 201,Lecture,2,In-Person,,Mon,13:00,15:00,,Yes,3,47,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=245&section=201
"SMITH, GREGORY",,WOOD 245 L01,Laboratory,2,In-Person,,Wed Fri,13:00,15:00,,Yes,3,47,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=245&section=L01
"SMITH, TONYA",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1494756&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"SOWLATI, TARANEH",,FRST 580C 102,Lecture,1,In-Person,,Mon Wed,11:30,13:00,Section Comments  Graduate-level verstion of Wood 492.101 Modelling for Decision Support. Register for both lecture and lab.,Yes,3,2,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=580C&section=102
"SOWLATI, TARANEH",,FRST 580C L02,Laboratory,1,In-Person,,Fri,11:00,13:00,,Yes,3,2,3,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=580C&section=L02
"SOWLATI, TARANEH",,WOOD 440 101,Lecture,1,In-Person,,Mon Wed,14:00,15:00,,Yes,11,51,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=440&section=101
"SOWLATI, TARANEH",,WOOD 440 L01,Laboratory,1,In-Person,,Thu,14:00,16:00,,Yes,12,50,12,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=440&section=L01
"SOWLATI, TARANEH",,WOOD 492 101,Lecture,1,In-Person,,Mon Wed,11:30,13:00,,Yes,12,63,12,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=492&section=101
"SOWLATI, TARANEH",,WOOD 492 L01,Laboratory,1,In-Person,,Fri,11:00,13:00,,Yes,13,62,13,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=492&section=L01
"SOWLATI, TARANEH",,WOOD 570C 102,Lecture,1,In-Person,,Mon Wed,14:00,15:00,Section Comments  Graduate-level version of WOOD 440-101 Engineering Economics,Yes,4,1,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=570C&section=102
"SOWLATI, TARANEH",,WOOD 570C L02,Laboratory,1,In-Person,,Thu,14:00,16:00,,Yes,4,1,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=570C&section=L02
"STICKLES, ELISE",,ENGL 111 006,Lecture,2,In-Person,,Tue Thu,14:00,15:30,Section Comments  Please note that this section of ENGL 111 is a standalone that does not require a discussion group.**No student may take two First-Year English courses at the same time.,Yes,1,41,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=ENGL&course=111&section=006
